id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
in-7cbbe26506f9a056,indeed,https://ng.indeed.com/viewjob?jk=7cbbe26506f9a056,https://www.jobberman.com/listings/registered-nurse-midwife-84jkx7,Registered Nurse & Midwife,Medic Connect,"Lagos, LA, NG",2025-08-13,,,,,,,False,,,,,"Today
M
**Registered Nurse \\& Midwife**
===============================

**Medic Connect**
-----------------

**Medical \\& Pharmaceutical**
-----------------------------

Lagos
Confidential
* Minimum Qualification :
### **Job Description/Requirements**

  

**We’re looking for a Registered Nurse to manage Operations \\& Case Management**

  

Location: Lagos, Nigeria


Employment Type: Full\\-time


Reports to: Managing Director  



  

**About Medic Connect**

Medic Connect is an accredited healthcare network connecting qualified healthcare providers with hospitals, families, and individuals for in\\-home and institutional care. We offer a range of services, from clinical home care to care coordination and staffing. Our mission is to make quality healthcare accessible \\& personalised.  



  

**Role Summary**

The Operations Nurse will oversee the day\\-to\\-day running of our domiciliary care services, ensuring clients receive safe, high\\-quality, and compassionate care. This role blends clinical expertise with operational management, including developing care plans, supervising nurses, scheduling, conducting assessments, training, and collaborating with the social work team to deliver person\\-centred care.  



  

**Key Responsibilities**

* Care Planning \\& Coordination
* Develop, review, and update individualized care plans in collaboration with clients, families, and the care team.
* Conduct initial and ongoing home visits and assessments with the social worker.
* Ensure care plans meet regulatory, ethical, and clinical standards.
* Staff Supervision \\& Scheduling
* Manage rosters and schedules for nurses, carers, and specialist staff.
* Supervise, mentor, and support the care team to maintain high performance and morale.
* Conduct competency checks and ensure adherence to clinical protocols.
* Training \\& Development
* Design and deliver in\\-house training for nurses and carers on best practices in domiciliary care.
* Keep the team updated on regulatory changes, infection control, and safeguarding.
* Quality Assurance \\& Compliance
* Monitor and evaluate service delivery for quality, safety, and client satisfaction.
* Maintain accurate, timely documentation in line with HEFAMAA and professional standards.
* Participate in audits and service reviews.
* Client \\& Stakeholder Engagement
* Act as a primary contact for client enquiries and concerns.
* Work closely with multidisciplinary teams, families, and external partners.
* Advocate for client needs and ensure continuity of care.

  

**Requirements**

* Registered Nurse (RN) with current practising licence (Nursing and Midwifery Council of Nigeria).
* Minimum 5 years’ post\\-registration experience, with at some in domiciliary/home care, community nursing, or care coordination.
* Proven ability to manage staff schedules, supervise teams, and deliver client\\-focused care.
* Strong understanding of safeguarding, infection control, and chronic illness management.
* Excellent communication, leadership, and interpersonal skills.
* Ability to work flexibly, including occasional weekends and evenings.
* Valid driver’s licence and willingness to travel for home visits.

  

**Desirable**

* Postgraduate training or certification in community health, palliative care, gerontology, or care management.
* Experience delivering training to healthcare staff.
* Knowledge of Lagos healthcare regulations and HEFAMAA requirements.

  

**Personal Attributes**

* Well\\-tempered, patient, and empathetic.
* Highly organised and detail\\-oriented.
* Able to handle sensitive situations with discretion and professionalism.
* Strong problem\\-solving and decision\\-making skills.

  

\\<",,https://ng.indeed.com/cmp/Medic-Connect,,,,,,,,,,,,
in-e56f620bcd31e818,indeed,https://ng.indeed.com/viewjob?jk=e56f620bcd31e818,https://www.jobberman.com/listings/programmer-analyst-07q80z,Programmer Analyst,Littelfuse,NG,2025-08-13,fulltime,,,,,,False,,,,,"Today
L
**Programmer Analyst**
======================

**Littelfuse**
--------------

**Engineering \\& Technology**
-----------------------------

Rest of Nigeria (Kebbi) Full Time
Manufacturing \\& Warehousing Confidential
* Minimum Qualification :
### **Job Description/Requirements**

  

Littelfuse is one of America’s Best Mid\\-Sized Companies (Forbes) and has been named one of the Best Places to Work in Illinois (Best Companies Group) for 11 consecutive years. With its global headquarters in Chicago, Illinois, USA, Littelfuse is a leading, global manufacturer of electronic components serving more than 100,000 end customers across industrial, transportation, and electronics end markets. We have more than 17,000 employees with operations in 15 countries. From semiconductors to sensors… switches to fuses and more… we produce billions of electronic components that help our customers empower a sustainable, connected, and safer world. In 2021, Littelfuse had net sales of $2\\.1 billion.
  

\\<",,https://ng.indeed.com/cmp/Littelfuse,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/9986c8eab90605a6328765ba11aaa754,https://www.littelfuse.com/,"Chicago, United States",,,Littelfuse began as a fuse manufacturer in 1927 with a singular focus on developing and manufacturing devices that protect electronics.,,,,,,
in-084fc1f2015ec00d,indeed,https://ng.indeed.com/viewjob?jk=084fc1f2015ec00d,https://www.jobberman.com/listings/intern-20482q,Intern,OMobile World,"Abuja, FC, NG",2025-08-13,internship,,,,,,False,,,,,"Today
O
**Intern**
==========

**OMobile World**
-----------------

**Research, Teaching \\& Training**
----------------------------------

Abuja Internship \\& Graduate
IT \\& Telecoms Confidential
* Minimum Qualification :
### **Job Description/Requirements**

  

Calling All Campus Techies!
  

OAU \\+ OMobile are teaming up to launch IP\\-Hive, a bold, forward\\-thinking project, and we want YOU on the team!
  

**We’re looking for:**  



* Backend Devs (2\\)
* Frontend Devs (2\\)
* UI/UX Designers (2\\)
Graphic Designer (1\\)  
* 

1–2 month internship
  

Hands\\-on experience \\+ Live project launch
  

Attractive compensation plan
  

This is your chance to build something real while boosting your portfolio.
   

Open to ONLY OAU students.
 — https://forms.gle/3byM3KobExV7GEu89
  

Application Deadline:
  

6:00PM
  

Wednesday, 13th August 2025\\.
  

\\<",,https://ng.indeed.com/cmp/Omobile-World,,,,,,,,,,,,
in-3b3742462d59390b,indeed,https://ng.indeed.com/viewjob?jk=3b3742462d59390b,https://www.jobberman.com/listings/marketing-executive-84jk8p,Marketing Executive,Venus Medicare,"Abuja, FC, NG",2025-08-13,fulltime,,,,,,False,,,,leadinghealthcarejobs@gmail.com,"Today
V
**Marketing Executive**
=======================

**Venus Medicare**
------------------

**Marketing \\& Communications**
-------------------------------

Abuja Full Time
Banking, Finance \\& Insurance Confidential
* Minimum Qualification :
* Experience Level : Entry level
* Experience Length : 2 years
### **Job Description/Requirements**

  

**Role Overview**

The ideal candidate will be a creative and analytical thinker. They will be able to conduct insightful market research to establish a marketing strategy that will effectively reach the target audience. They should be comfortable evaluating the marketing process, and work to critique and improve its outcomes.  



  

**Key Responsibilities**

* Identify target audiences, objectives and desired outcomes of marketing campaign
* Driving sales and executing marketing strategies.
* Conducting market research, develop and implement marketing plans, and evaluate success strategy.
* Develop content of marketing campaigns
* Stay up\\-to\\-date on current marketing trends
* Fostering communication with clients
Collaborate with team members to ensure cohesive marketing efforts and meet organizational goals.  
* 

  

**Qualifications and Skills**

* Bachelor's degree in marketing or related field
* 2 \\- 3 years of relevant experience
* Strong analytical, communication, time\\-management and creativity skills
Strong ability to focus on customer/market and take initiative Experience with social media.  
* 

  

**How to apply**

Send your CV to leadinghealthcarejobs@gmail.com, send an SMS 07045525002\\.  



  

\\<",,https://ng.indeed.com/cmp/Venus-Medicare,,,,,,,,,,,,
in-06c78849cb8da6a5,indeed,https://ng.indeed.com/viewjob?jk=06c78849cb8da6a5,https://www.jobberman.com/listings/trainee-accountant-6dgr8g,Trainee Accountant,AO2LAW,"Lagos, LA, NG",2025-08-13,fulltime,,,,,,False,,,,hr@ao2law.com,"Today
A
**Trainee Accountant**
======================

**AO2LAW**
----------

**Accounting, Auditing \\& Finance**
-----------------------------------

Lagos Full Time
Law \\& Compliance Confidential
* Minimum Qualification :
* Experience Level : Entry level
* Experience Length : 2 years
### **Job Description/Requirements**

  

**Company Description**

We fare a full\\-service law firm in Lekki Phase 1, Lagos and seeking a Trainee Accountant to offer Accounts support to our Accounts and Finance unit.  



  

**Role Description**

This is a full\\-time role for a Trainee Accountant. The Trainee Accountant will be responsible for assisting the Finance Manager with financial reporting, budget planning, treasury management, Audits, preparing and verifying financial documents, maintaining records, and managing accounting databases. The role will require collaboration with the Management team and ensuring compliance with financial regulations. The position is hybrid, located in Lekki phase 1, Lagos.  



  

**Qualifications**

* Bachelor's degree (Min. of 2'1\\) in Accounting, Finance, Economics, or a related field from a reputable university
* Minimum of 2 years post\\-NYSC experience in a reputable law Firm, Accounting or Auditing Firm
* Strong understanding of basic accounting principles
* Proficiency in accounting software and Microsoft Excel
* Excellent attention to detail and organizational skills
* Effective communication and teamwork skills
* Analytical and problem\\-solving skills
* Ability to work independently and manage multiple tasks
Familiarity with financial regulations and compliance standards  
* 

  

**Remuneration**

Competitive and based on industry standard  



  

**Deadline**

Application deadline is 15th August, 2025  



  

**Application**

Qualified candidates can send CVs to hr@ao2law.com with TRAINEE ACCOUNTANT as the subject of the mail  



  

\\<",,https://ng.indeed.com/cmp/Ao2law,,,,,,,,,,,,
in-21216dce5642ff46,indeed,https://ng.indeed.com/viewjob?jk=21216dce5642ff46,https://www.jobberman.com/listings/business-development-executive-9jprz8,Business Development Executive,LD&D Consulting,"Sapele, DE, NG",2025-08-13,fulltime,,,,,,False,,,,,"Today
L
**Business Development Executive**
==================================

**LD\\&D Consulting**
--------------------

Rest of Nigeria (Delta) Full Time
Confidential
* Minimum Qualification :
* Experience Level : Mid level
* Experience Length : 3 years
### **Job Description/Requirements**

  

**Urgently Hiring!!!**

**Job Title: Business Development Executive**

**Location:** Sapele, Delta State, Nigeria


**Employment Type:** Full\\-time, Onsite


**Salary:** ₦250,000 per month (plus performance\\-based incentives)  



  

**Key Responsibilities**

* Identify and pursue new business opportunities across our service lines — online training, conferences, and community job programs.
* Develop and maintain strong relationships with corporate clients, industry partners, and community organizations.
* Conduct market research to identify emerging trends, potential clients, and competitive activities.
* Collaborate with the marketing team to design and execute campaigns that drive lead generation and brand visibility.
* Create compelling proposals, presentations, and pitches tailored to client needs.
* Negotiate and close deals to meet or exceed sales targets.
* Represent the company at networking events, trade shows, and industry conferences.
Maintain accurate records of sales activities, pipeline status, and client communications in the CRM system.  
* 

  

**Qualifications \\& Skills**

* Bachelor’s degree in business administration, Marketing, or related field (Master’s degree is a plus).
* 3–5 years of proven business development or sales experience, preferably in the consulting, training, or events industry.
* Strong understanding of the professional development sector, including online learning platforms, conference planning, and community employment initiatives.
* Excellent communication, negotiation, and relationship\\-building skills.
* Strategic thinker with the ability to identify opportunities and create tailored solutions.
* Proficiency in CRM tools and Microsoft Office Suite.
Self\\-motivated, target\\-oriented, and able to work independently.  
* 

  

Qualified candidates should send in their CVs to precious@ldd\\-consulting.com using the job title as the subject of the email.  



  

\\<",,https://ng.indeed.com/cmp/Ld&D-Consulting,,,,,,,,,,,,
in-0d6e0bccfb90575d,indeed,https://ng.indeed.com/viewjob?jk=0d6e0bccfb90575d,https://www.jobberman.com/listings/skilled-operators-gas-generator-jqn5nr,Skilled Operators - Gas Generator,,"Lagos, LA, NG",2025-08-13,fulltime,,,,,,False,,,,,"Today
A
**Skilled Operators \\- Gas Generator**
======================================

**Auro Nigeria Private Limited**
--------------------------------

**Management \\& Business Development**
--------------------------------------

Lagos Full Time
Mining, Energy \\& Metals Confidential
* Minimum Qualification :
### **Job Description/Requirements**

  

**Role Description**  

  

This is a full\\-time on\\-site role for Skilled Operators \\- Gas Generator at our Ikeja location. The Skilled Operators will be responsible for the maintenance and operations of gas generators, ensuring efficient power generation. Day\\-to\\-day tasks include monitoring power plant operations, performing routine equipment maintenance, troubleshooting issues, and ensuring compliance with safety protocols.
  

**Qualifications**  

  



* Experience in Equipment Maintenance and Power Generation
* Knowledge of Plant Operations and Power Plant Operations
* Understanding of Power Plants and associated systems
* Strong problem\\-solving skills and attention to detail
* Ability to work independently and as part of a team
* Relevant certifications or training in power generation or plant operations
Previous experience in a similar role is a plus  
* 

  

\\<",,,,,,,,,,,,,,
in-1c95ee5afbcfded6,indeed,https://ng.indeed.com/viewjob?jk=1c95ee5afbcfded6,https://www.jobberman.com/listings/junior-data-analystentry-level-opportunity-at-3-consulting-nigeria-wpdn7p,Junior Data Analyst(Entry-Level Opportunity) at 3 Consulting – Nigeria,Dataleum,NG,2025-08-13,,,,,,,False,,,,,"Today
D
**Junior Data Analyst(Entry\\-Level Opportunity) at 3 Consulting – Nigeria**
===========================================================================

**Dataleum**
------------

**Software \\& Data**
--------------------

Rest of Nigeria (Nationwide)
Confidential
* Minimum Qualification :
### **Job Description/Requirements**

  

**Required**  

Job Description  

  



* Proficiency in Microsoft Excel – especially for data visualization
* Experience: 0–1 Year
* Basic to intermediate knowledge of Python (e.g., pandas, NumPy, matplotlib)
* Strong analytical and problem\\-solving skills
* A proactive attitude and a passion for learning
* Ability to thrive in a fast\\-paced, team\\-oriented environment
How to Apply: Send your CV to odada@3consult\\-ng.com Use “Junior Data Analyst Application” as the subject line (optional but recommended)  
* 

  

\\<",,https://ng.indeed.com/cmp/Dataleum,,,,,,,,,,,,
in-1337cbd27b0114ad,indeed,https://ng.indeed.com/viewjob?jk=1337cbd27b0114ad,https://www.jobberman.com/listings/senior-accountant-at-abuja-clinics-np404v,Senior Accountant at Abuja Clinics,Abuja Clinics Limited,"Abuja, FC, NG",2025-08-13,fulltime,,,,,,False,,,,,"Today
A
**Senior Accountant at Abuja Clinics**
======================================

**ABUJA CLINICS LTD**
---------------------

**Accounting, Auditing \\& Finance**
-----------------------------------

Abuja Full Time
Healthcare Confidential
* Minimum Qualification :
* Experience Level : Mid level
* Experience Length : 3 years
### **Job Description/Requirements**

  

**Never Miss a Job Update Again.**  

**We have started building our professional LinkedIn page.**  



* Company:
* Location: Nigeria
* State:
* Job type: Full\\-Time
Job category:  
* 

Abuja Clinics was established in 1989 as a health institution to provide efficient medical services to the then budding Federal Capital Territory (FCT). From humble beginnings it has grown into a group of 3 hospitals located in Karu, Garki and Maitama districts of the FCT . The group possesses advanced medical equipments to assist its team of highly qualified
  

**Senior Accountant**  

**Location:** Abuja (FCT)
  

**Job Responsibilities**  



* Coordinating accounting functions.
* Preparing financial analyses and reports.
* Preparing revenue projections and forecasting expenditure.
* Assisting with preparing and monitoring budgets.
* Maintaining and reconciling balance sheet and general ledger accounts.
* Assisting with annual audit preparations.
* Investigating and resolving audit findings, account discrepancies, and issues of non\\-compliance.
Performing other accounting duties.  
* 

**Requirements**  



* Candidates should possess an HND / Bachelor’s Degree in Accounting or Finance.
* Must have a minimum of 3 – 5 years working experience as a chartered accountant.
* Working knowledge of tax. Knowledge, Skills and Abilities.
* Strong Administrative skills, including proficiency with MS Office applications.
* Analytical thinker with detailed research proficiency Fantastic organizational skills and detail oriented.
* Ability to work under pressure and meet deadlines.
* Ability to work independently and as part of a team.
* Brilliant written and verbal communication skills.
* Previous experience within a busy environment.
Strong professional communication skills.  
* 

**Don't Keep! Kindly Share:**  

  

\\<",,https://ng.indeed.com/cmp/Abuja-Clinics-Limited,,http://www.abujaclinics.com,Abuja,51 to 200,,,,,,,,
in-eb71e12a35eb2111,indeed,https://ng.indeed.com/viewjob?jk=eb71e12a35eb2111,https://www.jobberman.com/listings/office-assistant-d75d50,Office Assistant,,"Lagos, LA, NG",2025-08-13,fulltime,,,,,,False,,,,,"Today
P
**Office Assistant**
====================

**Patrons Modern \\& Contemporary African Art**
----------------------------------------------

**Admin \\& Office**
-------------------

Lagos Full Time
Retail, Fashion \\& FMCG Confidential
* Minimum Qualification :
* Experience Level : Entry level
* Experience Length : 1 year
### **Job Description/Requirements**

  

**Company Description**

Patrons MCAA Limited is Africa’s leading art dealership firm, specialising in advisory, authentication, consulting, exhibitions, investment, private sales, and valuation of modern and contemporary African art. Our mission is to promote and support African artists while providing exceptional service to our clients.  



  

**Role Overview**

We are seeking a **proactive, organised, and detail\\-oriented Office Assistant** to support our daily operations and business processes.


This is a **full\\-time, on\\-site** role based in Lagos, Nigeria. You will handle a variety of administrative and operational tasks to ensure the smooth running of the company — including procurement, vendor coordination, and financial record management — alongside traditional office management duties.  



  

**Key Responsibilities**

* Manage procurement of office supplies, project materials, and other essentials.
* Maintain accurate records of purchases and deliveries.
* Generate invoices and receipts; ensure proper filing of financial documents.
* Source, onboard, and manage vendor relationships.
* Coordinate with vendors to ensure timely delivery and quality of goods/services.
* Handle front\\-desk operations — receiving visitors, answering calls, and managing correspondence.
* Schedule meetings, appointments, and travel arrangements.
* Maintain and organise office files, supplies, and equipment.
* Support event coordination and logistics.
* Ensure a clean, safe, and well\\-organised office environment.
Perform any other duties assigned by management to support business operations.  
* 

  

**Qualifications**

* OND/HND/Bachelor’s Degree in Business Administration, Office Management, or related field.
* 1–3 years of experience in an administrative, procurement, or operations role.
* Proficiency in Microsoft Office Suite / Google Workspace (Word, Excel, PowerPoint) and email tools.
* Excellent phone etiquette, verbal and written communication skills.
* Strong organisational and multitasking abilities; high attention to detail.
* Good numeracy skills and accuracy in financial record\\-keeping.
* Professionalism and ability to maintain confidentiality.
* Ability to work independently and collaboratively.
Prior experience in an art\\-related field is a plus.  
* 

  

**Work Details**

* **Type:** Full\\-time, in\\-person
* **Location:** The Civic Centre, Ozumba Mbadiwe Road, Victoria Island, Lagos
* **Start Date:** October 6th, 2025

  

**How to Apply**

Interested candidates should apply via LinkedIn **or** via this link:


https://forms.gle/QMFBc7L8MTQ8weEG9  



  

You will required to answer a number of questions and upload:


* Updated CV/Resume (PDF format),

Short cover letter (max. 300 words) / 1\\-3 minutes video explaining your suitability for this role.  

* 
  

Only shortlisted candidates will be contacted.  



  

**Patrons MCAA Limited** is an equal opportunity employer and encourages applications from all qualified individuals.  



  

\\<",,,,,,,,,,,,,,
in-ff72f7c2457211db,indeed,https://ng.indeed.com/viewjob?jk=ff72f7c2457211db,https://www.jobberman.com/listings/appointment-setter-xp5wvq,Appointment Setter,Helic & Co.,NG,2025-08-13,,,,,,,True,,,,,"Today
H
**Appointment Setter**
======================

**Helic \\& Co.**
----------------

**Customer Service \\& Support**
-------------------------------

Rest of Nigeria (Nationwide)
Confidential
* Minimum Qualification :
### **Job Description/Requirements**

  

Job Type: Full\\-time, permanent.


Working Hours: 8:00 AM \\- 5:00 PM (Mountain Time Canada), 6 days a week (Sunday off)


Company Description  



  

**Role Description**

  

This is a full\\-time remote role for an Appointment Setter. The Appointment setter will work to book sales meetings for people coming as leads with our sales consultants on an online video meeting. The appointment setter will need to book people coming from different time zones correctly, follow up with leads to book meetings and follow up with prospective clients to sell them our services.  



  

**Qualifications**

  

* Excellent English Speaking Skills
* Excellent analytical and problem\\-solving skills
* Experience in appointment setting for different time zones
* Strong communication and interpersonal skills
* Ability to work independently and remotely
* Experience in sales is a plus
Experience in a similar role is a plus  
* 

  

**Benefits:**

* Competitive salary \\- 150,000 NGN per month
* Fully Remote Work opportunity.
* Vacation, paid leave, and additional benefits shall be provided after a 3 months probation period.
* Opportunities for growth and advancement within the company.
Supportive and collaborative work environment.  
* 

  

\\<",,https://ng.indeed.com/cmp/Helic-&-Co.,,,,,,,,,,,,
in-11f5bac0950874bf,indeed,https://ng.indeed.com/viewjob?jk=11f5bac0950874bf,https://www.jobberman.com/listings/mern-full-stack-web-developer-np406x,MERN Full Stack Web Developer,AudaCity Capital Management,NG,2025-08-13,,,,,,,False,,,,,"Today
A
**MERN Full Stack Web Developer**
=================================

**AudaCity Capital Management**
-------------------------------

**Engineering \\& Technology**
-----------------------------

Rest of Nigeria (Nationwide)
Confidential
* Minimum Qualification :
### **Job Description/Requirements**

  

AudaCity Capital is a progressive and flourishing prop trading firm, and trading education provider. We are based in London, and at the moment have a team of highly trained properly trading professionals, managing the company’s extensive funds on our City of London based trading floor.
  

**The Role**  

**You Will Be Responsible For**  



* Writing well\\-designed, testable and efficient code.
* Gathering and evaluating user feedback.
* Working as a part of a dynamic team to deliver winning products.
* Providing code documentation and other inputs to technical documents.
* Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
Troubleshooting and debugging to optimise performance.  
* 

**Ideal Profile**  



* You possess a Degree/Diploma in Computer Science, Engineering or related field.
* You have at least 3 years experience, ideally within a Software Engineer role.
* You have working knowledge of Express
* You are highly goal driven and work well in fast paced environments
* You pay strong attention to detail and deliver work that is of a high standard
You possess strong analytical skills and are comfortable dealing with numerical data  
* 

**What's on Offer?**  



* Work within a company with a solid track record of success
* Work alongside \\& learn from best in class talent
Excellent career development opportunities  
* 

  

\\<",,https://ng.indeed.com/cmp/Audacity-Capital-Management,,,,,,,,,,,,
in-77d7decbb44fad43,indeed,https://ng.indeed.com/viewjob?jk=77d7decbb44fad43,https://www.jobberman.com/listings/growth-specialist-r8g69j,Growth Specialist,Resurgir Consulting,"Lagos, LA, NG",2025-08-13,fulltime,,,,,,True,,,,Applyresurgir@gmail.com,"Today
R
**Growth Specialist**
=====================

**Resurgir Consulting**
-----------------------

**Marketing \\& Communications**
-------------------------------

Lagos Full Time
Confidential
* Minimum Qualification :
* Experience Level : Entry level
* Experience Length : 2 years
### **Job Description/Requirements**

  

**Employment Type: Hybrid (Field \\+ Remote) Location**

**: Lagos Mainland Salary:**

**₦300,000**

  

**About Resurgir Consulting**

**At Resurgir Consulting, people are at the heart of everything we do. We don’t just fill vacancies—we build careers, strengthen businesses, and create lasting partnerships that drive success.**

**We believe the right team is the secret to business growth, and we’re dedicated to helping companies find more than just employees—we find the perfect fit.**

  

**About the Role**

**We are recruiting a Growth Specialist on behalf of our client, a reputable paint manufacturing company. This is a hybrid role combining field marketing (meeting clients, site visits, market research) with remote follow\\-ups.**

**The ideal candidate will be a persuasive, energetic, and target\\-driven marketer who thrives on building relationships, generating sales, and expanding brand presence in the market.**

  

**Key Responsibilities:**

**Identify and approach potential customers (retailers, contractors, construction companies, etc.).Build and maintain strong, long\\-term customer relationships.Promote the company’s paint products and services to prospective clients.Negotiate deals and close sales to achieve or exceed monthly targets.Maintain accurate records of marketing activities, leads, and client interactions.Conduct market research and monitor competitor activity.Collaborate with internal teams to ensure timely product delivery and client satisfaction.Represent the brand professionally in all dealings.**  

**Requirements:**

**HND/BSc in Marketing, Business Administration, or related field.Minimum 2 years of marketing or field sales experience (FMCG, paints, or building materials preferred).Proven track record of meeting or exceeding sales targets.Excellent communication, negotiation, and presentation skills.Strong knowledge of local markets and sales techniques.Self\\-motivated, proactive, and able to work independently.Willingness to travel locally for marketing activities.**  

**Why You Should Apply**

**If you’re passionate about sales, enjoy meeting people, and want a role where your performance is rewarded, this is an exciting opportunity to grow your career while making a measurable impact.**

  

**How to Apply**

**Send your CV and a brief cover email with the subject “Growth Specialist – \\[Your Name]” to Applyresurgir@gmail.com.**

  

**Why Choose Resurgir Consulting?**

**At Resurgir Consulting, we don’t just connect you with jobs—we connect you with purpose. Every opportunity we offer is carefully matched to help you grow and thrive in your career.**

  

**\\<**",,https://ng.indeed.com/cmp/Resurgir-Consulting,,,,,,,,,,,,
in-d6d75521f4cbb617,indeed,https://ng.indeed.com/viewjob?jk=d6d75521f4cbb617,https://www.jobberman.com/listings/business-development-associate-k8w695,Business Development Associate,Betternship,"Lagos, LA, NG",2025-08-13,fulltime,,,,,,True,,,,,"Today
B
**Business Development Associate**
==================================

**Betternship**
---------------

**Sales**
---------

Lagos Full Time
Confidential
* Minimum Qualification :
* Experience Level : Mid level
* Experience Length : 3 years
### **Job Description/Requirements**

  

Our client is looking for a Business Development Associate to join their team and take the lead on client acquisition, lead generation, and strategic outreach. The role requires a sharp communicator who can engage stakeholders across multiple channels while tracking key performance metrics and optimizing client interactions.


Job Description


We are currently seeking a Business Development Associate (Client Engagement \\& Strategic Growth) to support the expansion and visibility of a leading agricultural supply chain management company. This hybrid, full\\-time role based in Lagos, Nigeria is ideal for a strategic thinker with strong client\\-facing experience, business acquisition skills, and a passion for data\\-driven growth.  



  

The ideal candidate will play a key role in generating new revenue streams, driving user engagement, and improving brand performance through innovative engagement strategies.  



  

Responsibilities  



  

Build and maintain in\\-depth understanding of Growers, Suppliers, and Buyers in the agri\\-supply chain  



  

Identify and prospect new clients through research, networking, and outreach  



  

Qualify leads based on targeting criteria and manage them through the CRM  



  

Build strong relationships with key decision\\-makers to ensure long\\-term partnerships  



  

Design and implement client acquisition strategies to grow revenue  



  

Drive brand awareness through attendance at industry events and direct outreach  



  

Collaborate with internal teams to align marketing materials with company offerings  



  

Develop content to boost visibility across digital and offline channels  



  

Analyze SEO and brand performance metrics to optimize reach and impact  



  

Track critical metrics like User Acquisition Cost (UAC), Net Promoter Score (NPS), and engagement levels  



  

Analyze client interaction data to inform retention and acquisition strategies  



  

Provide regular performance insights and optimization recommendations  



  

Set and meet monthly and quarterly engagement targets  



  

Sales Team: Align strategies, share leads, and streamline handovers  



  

Product \\& Operations Teams: Ensure feedback loops for improved service delivery  



  

Leadership: Report progress and align on key growth goals with the VP of Sales/Operations  



  

Qualifications


Bachelor’s degree in Business, Marketing, or related field  



  

3–4 years of experience in business development, client engagement, or B2B sales  



  

Proven ability to generate leads, close deals, and manage long\\-term partnerships  



  

Excellent communication, presentation, and negotiation skills  



  

Familiarity with CRM systems and lead tracking tools  



  

Comfort representing the company at industry events and client meetings  



  

Client Relationship Management  



  

Lead Generation \\& Sales Process Execution  



  

Strong communication and negotiation ability  



  

Analytical thinking with the ability to derive insights from metrics  



  

Proactive problem\\-solving and growth\\-oriented mindset  



  

Benefits


Competitive Salary: ₦200,000  



  

Performance\\-Based Incentives: For achieving acquisition and engagement targets  



  

Professional Growth: Opportunity to shape strategic sales operations in a growing sector  



  

Work Flexibility: Hybrid model combining in\\-field engagement and remote work  



  

\\<",,https://ng.indeed.com/cmp/Betternship,,,,,,,,,,,,
